"m, m",kb. huruf ketigabelas dari abjad Inggris.
dogmatic,ks. dogmatis. a d. person seorang yang fanatik terhadap sesuatu ajaran.
dogpaddle,kki. berenang seperti anjing.
dogwood,kb. pohon atau tanam-tanaman yang daun-daunnya putih atau merah.
doily,"kb. (j. -lies) alas yang ditaruh dibawah piring, semacam serbet kecil."
dokumentation,kb. dokumentasi.
doldrums,"kb. j. Meteor.: daerah angin mati.  to be in the d. 1 tidak bersemangat, patah hati. 2 lesu, melempen. Business is in the d. Usaha dagang sedang melempem."
dole,"kb. sedekah, uang sokongan. to be on the d. menerima uang sokongan karena menganggur. -kkt. to d. out mendermakan kepada."
doleful,"ks. muram, sedih."
doll,"kb. 1 boneka. 2 (girl) gadis cantik. -kkt., kki. to d. up berdandan. She 's all dolled up Dia berdandan bagus."
dollar,kb. dolar. d. sign lambang dolar ($).
dollhouse,"kb. rumah-rumahan, rumah boneka."
dolly,kb. (j. -lies) kb. 1 boneka. 2 kerek pengangkut barang berat. 3 mobil gerobak kecil yang memuat kamera TV atau kamera gambar hidup. 4 semacam lori.
dolphin,kb. ikan lumba-lumba.
dolt,kb. orang tolol.
domain,kb. 1 daerah/bidang kekuasaan. in the d. of law dalam bidang hukum. 2 wewenang. That matter is not within my d. Masalah itu tidak merupakan wewenang saya.
dome,kb. kubah (of a church). 2 lengkungan puncak (of a hill).  dome-shaped ks. berbentuk kubah.
domestic,"kb. pelayan rumah, babu dalam. -ks. 1 dalam negeri. 2 rumah tangga. 3 piaraan. d. help pembantu rumah. d. science kepandaian puteri, kepandaian rumah tangga."
domesticate,kkt. menjinakkan.
domesticity,kb. 1 kerumahtanggaan. 2 kesukaan akan kehidupan rumah tangga dan keluarga.
domicile,kb. tempat tinggal.
dominance,kb. kekuasaan.
dominant,"ks. 1 berkuasa. d. in Asia berkuasa di Asia.  2 berpengaruh, terkemuka. d. figure in local politics tokoh yang berpengaruh di kalangan politik setempat.  3 kuat, yang menonjol. d. characteristic sifat/ciri yang kuat."
dominate,"kkt. menguasai. to d. other people menguasai orang lain. -kki. berkuasa, besar pengaruhnya  Blacks d. in this section of the city Orang kulit hitam berkuasa di bagian kota ini."
domination,"kb. penguasaan, kekuasaan."
domineer,kki. menguasai. He domineers over the whole family Ia menguasai seluruh keluarganya dengan mutlak. -domineering ks. bersifat menguasai dengan keras sekali.  d. father bapak yang menguasai dengan keras sekali.
dominion,kb. dominion.  The D. of Canada Dominion Kanada. to hold d. over berkuasa di.
domino,kb. kartu domino. -dominoes  j. permainan domino.
don,kkt. (donned) mengenakan. to d. o's robe mengenakan jubah.
don't,"(do not) 1 jangan. 2 tidak, tak. 3 lih DO."
donate,"kkt. mendermakan, menyumbangkan. to d. blood mendermakan darah."
donation,"kb. sumbangan, derma."
done,lih DO.
donee,kb. penerima.
donkey,kb. keledai. d. engine mesin pembantu. d. work pekerjaan yang membosankan.
donor,"kb. donor, penderma, dermawan, pemberi. blood d. penderma/donor darah."
doodad,kb. Inf.: perhiasan (yang tak berharga).
doodle,kb. gambar yang tak berarti. -kki. menggambar dengan melamun atau sambil bercakap-cakap atau sambil  memikirkan sesuatu.
doohickey,kb. Sl.: barang/alat kecil (tanpa nama).
doom,kb. 1 ajal. to meet o's d. menemui ajalnya. 2 malapetaka. a sense of impending d. firasat akan datangnya malapetaka. -kkt.menghukum. The murderer was doomed to death Pembunuh itu dihukum mati.
doomsday,kb. hati din/kiamat.
door,"kb. 1 pintu. 2 rumah. 3 kemungkinan, kesempatan. to lay at the d. of menyalahkan. door-to-door ks. dari rumah ke rumah. d. prize karcis berhadiah."
doorbell,kb. bel pintu.
doorkeeper,kb. penjaga pintu.
doorknob,kb. kenop/tombol pintu.
doorman,kb. (j. -meen). penjaga pintu.
doormat,"kb. kosek kaki, kesetan, pengeset kaki."
doornail,kb. paku pintu. dead as a d. mati betul.
doorstep,kb. ambang pintu.
doorway,kb. pintu keluar masuk.
dope,"kb. 1 Sl.: obat bius seperti morfin, candu dsb. 2 Sl.: si tolol. 3 pernis. 4 Sl.: keterangan. -kkt. 1 mengobati. 2 memberi obat."
dopey,"ks. Sl.: 1 lemas/pusing karena obat bius. 2 tolol, bebal, bodoh."
dorm,Inf.: =  DORMITORY.
dormant,"ks. 1 terbengkalai/terhenti, tidak aktif. 2 tidur. Bears are d. during the winter Beruang-beruang tidur selama musim dingin."
dormer,kb. d. window jendela pada atap.
dormitory,kb. (j. -ries) asrama (mahasiswa).
dorsal,ks. yang bertautan dengan punggung. d. sound  bunyi belakang lidah.  d. nerve saraf (bagian) punggung.  d fin sirip belakang.
dosage,"kb. takaran, dosis."
dose,"kb. dosis. to take a d. of medicine minum setakar atau makan satu dosis obat.  -kkt. mengobati, memberi obat."
dosn't,[ does not ] lih DO.
dossier,kb. catatan/dokumen tentang sesuatau hal atau seseorang.
dot,"kb. titik. 2 bintik, tutul. -kkt. (dotted) menaruh titik. on the d. tepat pada waktunya.  -dotted ks. ditandai dengan titik-titik."
dotage,"kb. sifat pikun, sifat kekanak-kanakan, karena umur tua."
dote,kki. menjadi kekanak-kanakan karena umur tua.  to d. on sangat gemar akan. -doting ks. 1 yang gemar akan. 2 bersifat kekanak-kanakan.
double,"kb. 1 aktor/aktris pengganti. 2 pasangan.  -ks. 1 rangkap, dobel. 2 dua kali (lipat).  kk. lipat dua. -kkt. 1 menggandakan, menduakalikan. 2 mendobelkan. 3 mengepalkan. kki. 1 merangkap. 2  berlipat dua. -doubling kb. pergandaan, lipat."
doublet,kb. sepasang benda yang sama.
doubt,"kb. ragu-ragu, kesangsian. -kkt. 1 menyangsikan. 2 ragu. kki. menyangsikan. -doubting ks. yang meragukan."
doubtful,"ks. sangsi, ragu-ragu.  I'm d. about the weather tomorrow Saya sangsi akan udara besok."
doubtless,"kk. pasti, yakin. He'll d. win Dia pasti akan menang."
douche,"kb. pancuran, semprotan air. to use a d. to relieve nasal congestion menggunakan obat semprotan untuk menghilangkan kemampatan  di hidungnya."
dough,"kb. 1 adonan. 2 Sl.: uang, duit."
doughnut,kb. (kue) donat.
doughty,ks. (gagah) berani.
dour,"ks. keras, masam. d. look wajah yang keras."
douse,"kkt. 1 menyiramkan air kedalam. to d. fire menyiramkan air kedalam api. 2 memasukkan kedalam air, mencelupkan. to d. burning paper in water memasukkan kertas yang terbakar kedalam air."
dove,lih  DIVE.
dovetail,"kb. sambungan pada kayu, besi dsb. terdiri dari bagian-bagian yang  dimasukkan ke celah-celah pada bagian yang akan disambung. -kki. 1 menyambung gengan mmasukkan bagian ke celah-celah bagian yang lain.  2 cocok, pas."
dowager,kb. 1 janda permaisuri. 2 janda  yang berhak menerima warisan.
dowdy,ks. tidak rapi (berpakaian).
dowel,kb. 1 paku dinding/semat. 2 sepotong kayu dipantakkan kedalam tembok untuk tempat  paku-paku.
down,"kb. 1 bulu burung. 2 isi bantal. 3 bulu halus. -downs j. lih  UP. -ks. 1 yang turun. 2 murung, muram. 3 turun. 4 datang, turun. 5 membayar dulu/dimuka. 6 sakit. 7 kempis, kurang angin. 8 tenggelam/ terbenam.  9 ketinggalan. 10 reda. 11 surut."
downbeat,kb. 1 permulaan/pembukaan lagu/musik. 2 gerakan tangan pemimpin orkes kebawah menunjukkan musik dimulai.
downcast,"ks. sedih, putus asa, susah."
downfall,"kb. keruntuhan, kehancuran (of a kingdom, empire). 2 kejatuhan. heavy d. of snow salju yang turun dengan lebatnya."
downgrade,kb. lereng (bagian yang menurun). to be on the d.  1 mulai menurun (of business). 2 martabat turun (of  a person).  -kkt. 1 menurunkan pangkat/kelas (an employee). 2 merendahkan (s.o.).
downhearted,"ks. sedih, putus asa, murung."
downhill,kk. to god. turun bukit.  Going d. is dangerous  Berjalan menurun di jalan membahayakan.
downpour,kb. hujan lebat.
downrange,"ks., kk. several hundred miles d. beberapa ratus mil dari tempat peluncuran."
downright,downright
downrodden,"ks. tertindas, tertindih."
downstairs,"kb. ruang bawah. -ks. yang terletak di ruangan bawah. -kk. dibawah, kebawah. to fall d. jatuh dari tangga."
downstream,"kk. hilir, menghilir. He lives d. Ia tinggal dihilir. to go d. berlayar kehilir."
downtown,ks. the d. section kota bagian yang ramai. -kk. kota (bagian yang ramai tempat perdagangan). to go d. pergi kekota.
downturn,kb. kecenderungan untuk menurun.
downward,ks. yang menurun. d. trend kecenderungan untuk menurun. -kk. kebawah. bent d. dilengkungkan kebawah.
downwards,#NAME?
downwind,"ks., kk. menurut jurusan angin."
downy,"ks. tertutup dengan bulu halus, berbulu halus."
dowry,"kb. (j. -ries) mas kawin, mahar."
dowse,#NAME?
doxology,"kb. (j. -gies) kidung-puji, zikir, lagu-lagu pujian."
doz.,(dozen)  lusin.
doze,"kb. tidur sebentar/sejenak. -kki. tidur-tiduran, tidur ayam, mengantuk. to d. off tertidur sebentar."
dozen,"kb. lusin, dosin. three d. eggs tiga lusin."
dp,[displaced person] kb. orang terlantar.
dr.,[Doctor] 1 Acad.: Doktor. 2 Med.: Dokter.
drab,"kb. kain belacu. -ks. 1 membosankan. 2 tidak menarik. 3 menjemukan, membosankan."
draft,"kb. 1 (tindakan) wajib militer (wamil). 2  naskah isi, konsep. 3 teguk. 4 sarat/daya muat (of a ship). 5 aliran udara, angin jujut 6 alat mengatur jalan udara pada tempat perapian. 7 surat wesel. -kkt. 1 memanggil wajib militer. 2 membuat bagan."
draftee,"kb. wamil, wamida, orang yang kena wajib militer."
draftsman,"kb. (j. -men) juru gambar, penggambar."
drafty,"ks. banyak angin, berangin."
drag,"kb. 1 tarikan. 2 Sl.: isapan (an a cigarette). 3 pengerem, penahan. 4 Sl.: seorang yang membosankan. -kkt. (dragged) 1 mengeruk. 2 menarik, menyeret. 3 memaksa pergi. -kki. 1 berlarut-larut. 2 terseret. 3 Sl.: ngebut."
dragnet,"kb. 1 jala seret, pukat. 2 jaring (of the police)."
dragon,kb. (ular)  naga.
dragonfly,kb. (j. -flies) capung.
dragoon,kkt. memaksa.  to d. s.o. into doing s.t. memaksa seseorang agar melakukan sesuatu.
drain,"kb. 1 saluran. 2 pipa saluran/kuras, urung-urung. 3 pengosongan. down the d. sia-sia, gagal. -kkt. 1 menghabiskan. 2  mengeringkan. 3 meminum habis. 4 mengalirkan. 5 menarik, mengeluarkan. -kki. keluar airnya."
drainage,"kb. 1 pengeringan, pembuangan air. 2 pengurasan, penyaluran, pengaliran. 3 susunan saluran jalan air. 4 daerah yang dikeringkan. d. basin kolam tempat menyalurkan air. d. ditch parit saluran air. d. tube tabungan penyalur(an)."
drainboard,kb. rak untuk mengeringkan piring-piring.
drainpipe,"kb. pipa saluran air, talang."
dram,kb. dram (1/8 ons).
drama,kb. 1 sandiwara. 2 seni drama. 3 drama. 4 kejadian.  The assassination was an exciting d. Pembunuhan itu adalah suatu kejadian yang menggugah perasaan
dramamine,"kb. obat mabuk, dramamin."
dramatic,"ks. 1 dramatis. 2 yang berhubungan dengan drama, sandiwara. 3 beraksi."
dramatics,kb. 1 seni drama. D. is taught at that school Seni drama diajarkan disekolah itu. 2 sandiwara amatir.  D. are presented in that theater Sandiwara amatir dipentaskan di gedung sandiwara itu.
dramatis personae,kb. para pelaku.
dramatist,kb. penulis/pengarang sandiwara.
dramatization,"kb. dramatisasi, penulisan drama."
dramatize,kkt. 1 menguraikan dengan cara yang mengesankan.  to d. o's experiences menguraikan pengalaman-pegalamannya dengan cara yang mengesankan.  2 menyandiwarakan (a novel).
drank,lih  DRINK.
drape,"kb. (kain) tirai, gorden. -kkt. 1 mengenakan. to d. a shawl the shoulders mengenakan sal di bahu. 2 menghias. to d. in/with bunting menghias dengan kain-kain bendera."
drapery,kb. (j. -ries) bahan gorden.
drastic,"ks. tegas, ganas. to take d. measures mengambil langkah - langkah tegas. -drastically kk secara drastis/radikal."
drat,"kkt., kseru. Inf.: D. it ! It's raining again Persetan ! Hujan lagi."
draught,#NAME?
draughtsman,#NAME?
draw,"kb. 1 tarikan. 2 seri. -kkt. (drew, drawn) 1 menggambar (a picture). 2 menarik, menutup (a curtain). 3 mengambil(kan). 4 mendatangkan. 5 menghela. 6 menyebabkan. 7 mendapat. 8 menyeret. 9 memindahkan. 10 membuang isi perut. (of foul)."
drawback,kb. kekurangan. d. to a house kekurangan pada rumah.
drawbridge,kb. jembatan jungkatan/tarikan.
drawer,kb. 1 laci. 2 ahli gambar. Cloth.: -drawers j. celana panjang dalam.
drawerful,kb. selaci penuh.
drawl,kb. cara berbicara dengan memperpanjang bunyi-bunyi kata.
drawn,lih  DRAW.
drawstring,"kb. (tali) kolor, tali seluar/celana."
dread,"kb. rasa takut, ketakutan. -kkt. takut (kepada)."
dreadful,ks. yang mengerikan/menakutkan. d. accident kecelakaan yang mengerikan. -dreadfully kk. sangat. d. slow sangat pelan. I'm d. sorry Saya sangat menyesal.
dreadnought,kb. kapal penempur.
dream,"kb. impian, mimpi. to have a d. bermimpi. -kkt.,  kki.  (dreamed atau dreamt). 1 bermimpi.  2 membayangkan. 3 memikirkan. -dreaming  kb. bermimpi, melamun."
dreamer,kb. 1 penghayal. 2 orang yang tak praktis. I'm a d.  Saya tukang bermimpi.
dreamland,kb. alam mimpi/khayal.
dreamt,lih  DREAM.
dreamy,ks. 1 mengelamun. 2 Sl.: hebat.
dreariness,kb. kesuraman. d. of the weather kesuraman cuaca.
dreary,"ks. suram, redup. d. day hari redup."
dredge,"kb. kapal korek/keruk, kilang keruk. -kkt. mengeruk.  to d. up membangkit-bangkitkan, mengorek- ngorek, membongkar-bongkar.  d. bucket gayu yang pengeruk, singkup keruk.  -dredging kb. pengerukan."
dredger,kb. kapal keruk.
dregs,"kb., j. 1 ampas (of coffee, tea). 2 sampah. d. of society sampah masyarakat."
drench,kkt. 1 memberi minum (a horse). 2 membuat  basah kuyup. I was drenched by the storm Saya basah kuyup karena hujan angin ribut itu.
dress,"kb. 1 rok, gaun. 2 pakaian.  -kkt. (dressed atau drest). 1 mencabuti bulu (a chicken). 2 mengenakan baju. 3 menghiasi. 4 membalut. -kki. 1 berpakaian. 2 berdandan. -dressing kb. 1 pembalut, balutan. 2 bumbu-bumbu isian 3 kuah. 4 berdandan,."
dresser,kb. Furn.: 1 lemari (rias). 2 juru rias.
dressmaker,"kb. penjahit, modiste."
dressy,"ks. berpakaian, bergaya."
drest,lih  DRESS.
drew,lih  DRAW.
dribble,"kb. 1 tetesan. 2 Meteor.: gerimis. 3 penggiringan bola (in basketball). -kki. 1 menetes, mencucurkan air liur (of babies). 2 Sport : menggiring bola mendrible."
dried,lih  DRY.
drier,lih DRY.
dries,lih  DRY.
driest,lih   DRY.
drift,"kb. 1 penyimpangan. 2 arus, aliran. 3 arah.  -kkt. menimbun, meniup. -kki. 1 bertimbun. 2  melayang. 3 menggeluyur. 4 melintas. 5 ikut-ikutan masuk. 6 singgah, mampir. 7 berhanyut-hanyut. 8  lepas. -drifting kb., ks. yang ditiup angin."
drifter,kb. orang gelandangan/jembel.
driftwood,kb. kayu apung/pelampung.
drill,"kb. 1 bor. 2 gurdi, jara, penggerek. 3 latihan. 4 Cloth.: (kain) dril. -kkt. 1 membor. 2 melatih. -kki. berlatih. -drilling kb. 1 pemboran, penggerekan, penggurdian, pengeboran. 2 Mil.: latihan berbaris."
drillmaster,kb. 1 Mil.: pelatih berbaris. 2 pelatih. He's a stern d. Dia seorang pelatih yang keras.
drink,"kb. 1 minuman. 2 (strong) minuman keras. 3 Sl.: kumpulan air sebagai kolam, danau, sungai. -kkt. (drank, drunk) minum. -kki. minum. -drunk kb. pemabuk. -drinking kb. minum minuman keras."
drinker,kb. peminum. hard/heavy d. peminum yang banyak sekali minum.
drip,kb. tetes (an). 2 Sl.: orang yang menghambat. -kkt. (dripped) meneteskan. -kki. menetes. -dripping ks. menetes. -drippings. j. tetesan gemuk atau air daging.
drive,"kb. 1 perjalanan. 2 jalan raya. 3 kampanye, gerakan. 4 Sport.: pukulan. 5 persneling. 6 jalan mobil (= DRIVEMAY).7 perangsang. 8 serangan/serbuan pembasmian. 9 gerakan. -kki. 1 mengendarai. 2 naik mobil, berkendaraan. -driving  kb. mengemudikan."
drivel,kb. 1 air liur. 2 omongan yang tolol.
driven,lih  DRIVE.
driver,"kb. 1 supir, pengemudi, tukang setir, pengendara. 2 Golf : alat pemukul bola golf yang ujungnya terbuat dari kayu untuk pukulan jauh. 3 poros penggerak. 4 mandor."
driveway,kb. jalan untuk  mobil (di halaman).
drizzle,"kb. hujan, gerimis, hujan rintik-rintik. -kki. gerimis. It drizzled all day Gerimis sepanjang hari."
drizzly,ks. muram/mendung dengan hujan rintik-rintik.
drogue,kb. parasut pesawat.
droll,"ks. lucu, menggelikan hati. d. sense of  humor perasaan yang lucu/menggelikan."
drone,"kb. 1 (bee) lebah jantan. 2 gemuruh (of a plane, etc) 3 pemalas. 4 dengungan. d. of mosquitoes dengungan nyamuk. -kki. 1 berbicara dengan yang membosankan. 2 berdengung (of a bee, plane)."
drool,kb. air liur. -kkt. mengeluarkan air liur.
droop,kb. keadaan terkulai.  -kki. 1 layu. 2 terasa berat.  -drooping ks. murung. d. spirits semangat yang sudah melempem/kendor.
drop,"kb. 1 tetes (an). 2 gula-gula. 3 penurunan, keadaan menurun, kemerosotan. 4 keadaan jatuh. -kkt. (dropped) 1 menjatuhkan. 2 memasukkan. 3 membubarkan, menyuruh bubar. 4 mengeluarkan, mencoret. 5 menghentikan. 6 mengalahkan. -droppings j. tahi (burung)."
dropper,kb. (alat) penetes.
dropsy,kb. sakit gembur-gembur.
dross,kb. barang-barang yang dibuang.
drought,"kb. masa kekeringan, (musim) kemarau."
drove,kb. kumpulan. a d. of cattle sekumpulan ternak. in droves berbondong-bondong. lih  DRIVE.
drown,kkt. 1 menenggelamkan.(s.o). 2 menghilangkan. 3 menggenangi. -kki. mati tenggelam. -drowned ks. Sl.: basah kuyup. -drowning kb. There was a d. at the beach Ada seorang yang tenggelam di pantai. ks. yang mati tenggelam.
drowsiness,drowsiness
drowsy,ks. mengantuk. I feel d. Saya (malas dan) mengantuk.
drub,kkt. (drubbed) 1 mengalahkan. 2 memukuli. -drabbing kb. 1 kekalahan. 2 pukulan.
drudge,kb. orang yang mengerjakan pekerjaan yang membosankan.
drudgery,kb. (j. -ries) pekerjaan yang membosankan.
drug,"kb. kb. 1 Med.: obat, obat-obatan. 2 Narc.: obat bius. -kkt. (drugged) 1 meracuni. 2 membiuskan."
druggist,"kb. apoteker, ahli obat."
drugstore,"kb. 1 toko obat yang juga menjual barang-barang lain seperti minuman-minuman, eskrim dsb. 2 apotik."
drum,"kb. 1 genderang, gendang, tambur. 2 drum. 3 drum, tong. 4 teromol. -kkt. (drummed) memompakan berulang-ulang. -kki. mengetok. -drumming kb. permainan tambur."
drumstick,kb. 1 Mus.: tongkat pemukul genderang. 2 kaki ayam/kalkun (bagian bawah).
drunk,lih  DRINK.
drunkard,kb. pemabuk.
drunken,ks. yang mabuk. a d. man seorang yang mabuk. d. driving mengendarai mobil dalam keadaan mabuk.
drunkenness,"kb. keadaan mabuk, kemabukan."
dry,"ks. (drier, driest) 1 kering. 2 membosankan. 3 haus. -kkt. (dried, drying) 1 mengusap, mengeringkan. 2 mengeringkan (dishes, hair, car). -kki. kering. -dried ks. yang dikeringkan. -drying kb. pengeringan. -dryly kk. secara kering."
dryer,kb. (alat) pengering.
dryness,kb. 1 kekeringan. 2 sifat yang membosankan.
du.,[Dutch] Belanda.
dual,"ks. rangkap dua, dwirangkap. dual purpose ks. dwiguna, untuk dua macam keperluan."
dub,"kb. orang yang canggung/kaku. -kkt. (dubbed) 1 menganugerahi pangkat. 2 memberi julukan. 3 membubuhkan musik, suara, dll. -dubbing kb. penyuaraan, diisi suara."
dubious,ks. 1 yang meragukan. d. advantages keuntungan-keuntungan yang meragukan. 2 ragu-ragu. I'm d. about his ability Saya ragu akan kecakapannya.
duchess,"kb. isteri seorang duke, wanita bangsawan."
duck,"kb. bebek, itik. -ducks j. celana kain lina (putih). -kkt. 1 Inf.: menghindari. 2 membenamkan. 3 menundukkan. -kki. 1 membungkuk. 2 masuk, mampir."
duckling,kb. anak itik.
duct,"kb. 1 pembuluh. tear d. pembuluh air mata. 2 pipa, saluran."
dud,kb. 1 sesuatu yang tidak meletus. The bomb was a d. Bom itu tidak meletus. 2 Sl.: orang yang tidak berbakat.
dude,kb. pesolek.
due,kb. hak. She never asks for more than her d. Dia tak pernah meminta lebih daripada haknya. -dues j. iuran. -ks. seharusnya
duel,"kb. perang tanding,  duel, perkelahian/pertandingan.-kki. (juga duelled) berduel. -dueling kb. perkelahian antara dua lawan, memakai pistol/pedang."
duet,kb. duet
duff,kb. Sl.: pantat.
duffer,kb. Inf.: orang yang canggung. d. at golf pemain golf yang masih canggung atau yang masih belum pandai benar.
duffle,kb. d. bag   ransel.
dug,lih  DIG.
dugout,kb. Mil.: lubang perlindungan. 2 Sport : tempat tunggu para pemain baseball. 3 Nau.: sampan dibuat dari batang kayu yang dikorok.
duke,kb. adipati.
dull,"ks. 1 tumpul, majal. 2 sepi. 3 pudar. 4 menjemukan, membosankan. 5 tidak mengkilap (of shoes). -kkt. 1 menumpulkan. 2 mengurangi, menghilangkan. -kki. menjadi tumpul. dull-witted ks. bodoh,  tidak tajam."
duly,"kk. sebagaimana, seharusnya, sepatutnya. He was d. installed as chairman Dia dilantik sebagai ketua sebagaimana mestinya."
dumb,"ks. bisu, kelu. Animals are d. Binatang itu bisu. 2 dungu, bodoh, bebal. a d. remark ucapan yang bodoh betul."
dumbbell,kb. 1 (exercise) halter. 2 Sl.: orang bodoh.
dumbfound,"kkt. menakjubkan, mengherankan. -dumbfounded ks. tercengang, ternganga. I was d. by his remark Saya tercengang mendengar ucapannya itu."
dumbwaiter,kb. rak piring dan cangkir yang dapat naik-turun ke ruangan atas.
dumfound,#NAME?
dummy,"kb. (j. -mies) 1 boneka untuk menggantungkan pakaian di etalase. 2 boneka yang dipakai oleh tukang jahit untuk mengenakan baju. 3 orang-orangan yang dipakai sebagai sasaran menembak. 4 contoh, model. 5 Bridge : dumi. -ks. kosong."
dump,"kb. 1 tempat sampah. 2 Sl.: tempat yang kotor. -dumps k. kesedihan. -kkt. 1 membuang. 2 melimpahkan. 3 membanjiri, mengeluarkan. -dumping kb. dumping"
dumpling,kb. kue bola. apple d. kue bola berisi buah apel.
dumpy,ks. gemuk dan pendek.
dun,"kkt. (dunned) menagih, mengganggu dengan tagihan."
dunce,"kb. 1 orang bodoh, anak yang dungu. 2 anak yang lembut dalam pelajaran."
dune,kb. bukit pasir (di pesisir).
dung,"kb. tahi hewan,pupuk kandang, kotoran."
dungaree,kb. celana jengki.
dungeon,kb. kamar dibawah tanah tempat menahan orang.
dunk,"kkt. mencelupkan (a person, doughnut)."
duo,kb. pasangan.
duodecimal,ks. perduabelas.
duodenum,kb. usus dua belas jari.
dupe,"kb. korban penipuan. -kkt. menipu, menggait."
duplex,"ks. rangkap (dua), rakit. d. apartment flat dengan dua tingkat. d. house rumah kopel (untuk dua keluarga)."
duplicate,"kb. 1 salinan, duplikat. 2 salinan, turunan duplikat. -ks. rangkap. -kkt. 1 menyalin (a letter, document). 2 meniru. 3 mengerjakan hal yang sama. duplicating machine duplikator."
duplication,"kb. 1 hal melipat-gandakan/memperbanyak. 2 salinan, turunan (of a letter, document)."
duplicator,"kb. duplikator, mesin stensil."
duplicity,kb. (j. -ties) sikap/perbuatan bermuka dua.
durability,kb. daya tahan.
durable,ks. dapat tahan lama.
duration,"kb. lamanya. d. of an appointment masa jabatan, lamanya pengangkatan. for the d. of the war selama masa perang."
duress,duress
durian,"kb. durian, duren."
during,kb. 1 selama. 2 pada waktu.
dusk,"kb. petang, menjelang malam, waktu samar-samar."
dusky,"ks. kehitam-hitaman, agak hitam."
dust,"kb. 1 debu (on a table, etc.). 2 abu. -kkt. 1 membersihkan (furniture) 2. menyapu, mengelap. 3 menaburi. -kki. menyapu.  to d. off 1 menyapu debu. 2 mengemukakan. d. bowl daerah dimana sering terjadi angin debu yang dahsyat."
dustcloth,kb. (kain) lap.
duster,"kb. 1 kain lap, penghapus. 2 semacam baju luar yang dipakai di rumah."
dustpan,"kb. pengki, pungki."
dustproof,"ks. tahan debu, kedap abu."
dusty,ks. berdebu. d. road jalan yang berdebu.
dutch,kb. bahasa Belanda. The D. orang-orang Belanda. -ks. Belanda. Inf.: D. treat makanan atau hiburan yang dibayar sendiri-sendiri.
dutchman,kb. (j. -men) orang Belanda.
dutiable,ks. kena bea-cukai. d. goods barang-barang yang harus dikenakan beacukai.
dutiful,"ks. patuh, menurut. d. doughter anak perempuan yang patuh."
duty,kb. (j. -ties) 1 kewajiban. to do o's d. menunaikan kewajiban.  2 tugas.  What are my duties ? Apa tugas saya ? 3 bea. import d. bea import/ masuk.duty-bound ks. merasa wajib/berkewajiban. duty-free ks. tanpa/bebas bea.
duumvirate,kb. dwitunggal.
dwarf,kb. orang kerdil/katai. -kkt. menyebabkan menjadi kecil.
dwell,"kki. (dwelt atau dwelled) 1 tinggal. 2 menghuni, mendiami.  -dwelling kb. tempat tinggal/kediaman."
dweller,"kb. penduduk, penghuni."
dwelt,lih  DWELL.
dwindle,"kki. berkurang,  menjadi kecil.  The water supply dwindled Persediaan air berkurang."
dyak,kb. 1 orang Dayak. 2 bahasa Dayak.
dye,"kb. celup (an), bahan celup. -kkt. mencelup. to d. a dress green mencelup gaun menjadi hijau. -kki. dicelup.  -dyed-in-wool ks. sejati tulen.  -dyeing kb. (pen) celupan."
dyer,kb. tukang celup.
dying,lih  DIE.
dyke,#NAME?
dynamic,"ks. dinamis, dinamik, bersemangat. d. personality  kepribadian yang  dinamis."
dynamics,kb. 1 ilmu dinamika. 2 tenaga gerak. the d. of a hurricane tenaga gerak topan.
dynamism,"kb. dinamisme, tenaga yang dinamis."
dynamite,"kb. 1 dinamit, bahan atau alat peledak. 2 Inf.: hal yang menggemparkan. -kkt. mendinamit, meledakkan dengan dinamit.  -dynamiting  kb. dinamo, pesawat pembangkit listrik."
dynastic,ks. yang berhubungan dengan dinasti atau wangsa. d. rule pemerintahan wangsa/dinasti.
dynasty,"kb. (j. -ties) dinasti, wangsa, keluarga/keturunan raja. literary d. keluarga sastera."
dysentery,"kb. disentri, berak darah, sakit buset."
dysfunction,kb. gangguan/penyelewengan fungsi. kidney d. gangguan fungsi ginjal.
dyspepsia,kb. pencernaan yang terganggu
dyspeptic,"ks. muram, suram."
dystrophy,kb. penyakit otot.
